"","item_no","index","IC_LT_alt_targ","IC_ST_alt_max","VLrc_real","Mpc","prog_name","orig_prog","discrimination","difficulty","guessing","inattention","answer"
"531",531,2875,9.113699292,12.87843415,6,0.852723303,"prog21_I-IV-I-bVII_3_maj_4s.mp3","original_prog21_I-IV-I-bVII.mp3",1.48242098468641,-1.13483807264646,0.16,0.97,3
"532",532,2809,12.33072339,12.87843415,1,0.818045437,"prog20_I-ii-bVII-I_4_aug_0.mp3","original_prog20_I-ii-bVII-I.mp3",1.48242098468641,-1.5818286002653,0.16,0.97,4
"533",533,1153,10.92454067,13.57937487,12,0.444469445,"prog09_I-II-I-II_2_dim_1f.mp3","original_prog09_I-II-I-II.mp3",1.48242098468641,-0.95617206147384,0.16,0.97,2
"534",534,3262,10.25656879,12.99388189,7,0.496172429,"prog24_I-II-iii-I_2_min_4f.mp3","original_prog24_I-II-iii-I.mp3",1.48242098468641,-1.04974614454394,0.16,0.97,2
"535",535,647,10.9628187,12.99388189,1,0.48744978,"prog05_I-bVII-IV-I_3_aug_0.mp3","original_prog05_I-bVII-IV-I.mp3",1.48242098468641,-1.25620219864058,0.16,0.97,3
"536",536,4973,10.94644015,13.57937487,12,0.818045437,"prog36_I-viio-I-viio_2_aug_1s.mp3","original_prog36_I-viio-I-viio.mp3",1.48242098468641,-1.14369690222821,0.16,0.97,2
"537",537,2140,10.92454067,12.87843415,15,0.703285961,"prog16_I-bVII-IV-bVII_2_dim_1f.mp3","original_prog16_I-bVII-IV-bVII.mp3",1.48242098468641,-0.968439396005603,0.16,0.97,2
"538",538,3234,11.85825112,12.87843415,17,0.274970546,"prog23_i-bVI-bVII-i_4_aug_1s.mp3","original_prog23_i-bVI-bVII-i.mp3",1.48242098468641,-0.831900046853099,0.16,0.97,4
"539",539,1499,11.03045312,12.99388189,10,0.818045437,"prog11_I-IV-bVII-IV_3_aug_3s.mp3","original_prog11_I-IV-bVII-IV.mp3",1.48242098468641,-1.20944875013836,0.16,0.97,3
"540",540,2972,9.99372363,12.87843415,12,0.852723303,"prog22_I-V-IV-V_2_maj_6.mp3","original_prog22_I-V-IV-V.mp3",1.48242098468641,-1.07168796097846,0.16,0.97,2
"541",541,1045,9.113699292,12.99388189,12,0.852723303,"prog08_I-IV-bVII-I_3_maj_6.mp3","original_prog08_I-IV-bVII-I.mp3",1.48242098468641,-0.945877069400273,0.16,0.97,3
"542",542,4448,10.95366093,12.99388189,8,0.668743032,"prog32_I-viio-IV-I_3_dim_3s.mp3","original_prog32_I-viio-IV-I.mp3",1.48242098468641,-1.17272993973966,0.16,0.97,3
"543",543,3665,11.88406437,13.57872648,7,0.758987225,"prog26_I-V-I-II_4_aug_5s.mp3","original_prog26_I-V-I-II.mp3",1.48242098468641,-1.34206860245338,0.16,0.97,4
"544",544,4695,10.90414525,12.99388189,7,0.274970546,"prog34_I-V-bvo-I_2_aug_3s.mp3","original_prog34_I-V-bvo-I.mp3",1.48242098468641,-1.05148439039296,0.16,0.97,2
"545",545,1954,11.8921152,13.57872648,8,0.703285961,"prog14_I-bVII-I-IV_4_dim_2f.mp3","original_prog14_I-bVII-I-IV.mp3",1.48242098468641,-1.23918389327543,0.16,0.97,4
"546",546,3022,8.140712837,12.99388189,5,0.655551937,"prog22_I-V-IV-V_3_min_1s.mp3","original_prog22_I-V-IV-V.mp3",1.48242098468641,-0.981659642424155,0.16,0.97,3
"547",547,1486,11.00855363,12.99388189,18,0.569809353,"prog11_I-IV-bVII-IV_3_dim_3f.mp3","original_prog11_I-IV-bVII-IV.mp3",1.48242098468641,-0.845079084441303,0.16,0.97,3
"548",548,2458,8.0539385,12.99388189,9,0.241603715,"prog18_I-II-V-II_3_min_1s.mp3","original_prog18_I-II-V-II.mp3",1.48242098468641,-0.678782517395755,0.16,0.97,3
"549",549,88,11.02648727,12.87900881,5,0.274970546,"prog01_I-V-I-V_3_aug_3f.mp3","original_prog01_I-V-I-V.mp3",1.48242098468641,-1.0941118431786,0.16,0.97,3
"550",550,4084,12.15238059,12.87843415,11,0.48744978,"prog29_I-IV-V-IV_4_aug_3s.mp3","original_prog29_I-IV-V-IV.mp3",1.48242098468641,-1.10658429289078,0.16,0.97,4
"551",551,547,12.27848997,12.87843415,12,0.828625868,"prog04_I-V-IV-I_4_dim_3s.mp3","original_prog04_I-V-IV-I.mp3",1.48242098468641,-1.28086245272916,0.16,0.97,4
"552",552,2174,8.689403038,12.99388189,5,0.259739858,"prog16_I-bVII-IV-bVII_3_min_0.mp3","original_prog16_I-bVII-IV-bVII.mp3",1.48242098468641,-0.874589127108538,0.16,0.97,3
"553",553,4644,10.68502458,13.57937487,10,0.274970546,"prog33_I-ii-I-ii_4_aug_1s.mp3","original_prog33_I-ii-I-ii.mp3",1.48242098468641,-0.894762283569979,0.16,0.97,4
"554",554,2395,12.13117475,12.78478819,8,0.818045437,"prog17_i-bVI-bVII-bIII_4_aug_5f.mp3","original_prog17_i-bVI-bVII-bIII.mp3",1.48242098468641,-1.38025952930868,0.16,0.97,4
"555",555,2009,10.80298531,12.87843415,10,0.54559929,"prog15_I-V-I-IV_2_dim_6.mp3","original_prog15_I-V-I-IV.mp3",1.48242098468641,-1.05438797747337,0.16,0.97,2
"556",556,198,10.22696685,12.87900881,18,0.947912509,"prog02_I-IV-I-IV_3_maj_5s.mp3","original_prog02_I-IV-I-IV.mp3",1.48242098468641,-0.933855145170429,0.16,0.97,3
"557",557,1779,11.02648727,12.99388189,9,0.758987225,"prog13_I-V-II-V_3_aug_2s.mp3","original_prog13_I-V-II-V.mp3",1.48242098468641,-1.17633896961426,0.16,0.97,3
"558",558,3676,10.01607132,12.78478819,4,0.580018445,"prog27_I-IV-ii-bVII_2_maj_5s.mp3","original_prog27_I-IV-ii-bVII.mp3",1.48242098468641,-1.1919143143436,0.16,0.97,2
"559",559,5069,11.11242314,13.57937487,17,0.758987225,"prog36_I-viio-I-viio_4_aug_2s.mp3","original_prog36_I-viio-I-viio.mp3",1.48242098468641,-0.995317797621585,0.16,0.97,4
"560",560,3107,10.03609711,12.99388189,9,0.678859805,"prog23_i-bVI-bVII-i_2_maj_3f.mp3","original_prog23_i-bVI-bVII-i.mp3",1.48242098468641,-1.07613328202295,0.16,0.97,2
"561",561,592,10.80298531,12.99388189,2,0.622403636,"prog05_I-bVII-IV-I_2_dim_2s.mp3","original_prog05_I-bVII-IV-I.mp3",1.48242098468641,-1.33423427250184,0.16,0.97,2
"562",562,3444,9.732636566,12.87843415,9,0.259739858,"prog25_I-II-I-V_3_min_1f.mp3","original_prog25_I-II-I-V.mp3",1.48242098468641,-0.871876047586062,0.16,0.97,3
"563",563,2884,9.767798669,12.87843415,1,0.496172429,"prog21_I-IV-I-bVII_3_min_3f.mp3","original_prog21_I-IV-I-bVII.mp3",1.48242098468641,-1.158750132248,0.16,0.97,3
"564",564,4284,8.376158122,12.87900881,1,0.742483976,"prog31_i-bVII-i-bVII_3_maj_3s.mp3","original_prog31_i-bVII-i-bVII.mp3",1.48242098468641,-1.16392832305714,0.16,0.97,3
"565",565,4481,10.80151658,12.87843415,19,0.860980469,"prog32_I-viio-IV-I_4_min_2s.mp3","original_prog32_I-viio-IV-I.mp3",1.48242098468641,-0.929444623124,0.16,0.97,4
"566",566,629,10.14076529,12.99388189,11,0.678859805,"prog05_I-bVII-IV-I_3_min_3s.mp3","original_prog05_I-bVII-IV-I.mp3",1.48242098468641,-0.985194190764041,0.16,0.97,3
"567",567,6,10.01607132,13.57937487,6,0.580018445,"prog01_I-V-I-V_2_maj_3s.mp3","original_prog01_I-V-I-V.mp3",1.48242098468641,-1.11457502284928,0.16,0.97,2
"568",568,3092,12.37690405,12.87843415,13,0.48744978,"prog22_I-V-IV-V_4_aug_1f.mp3","original_prog22_I-V-IV-V.mp3",1.48242098468641,-1.07494596581503,0.16,0.97,4
"569",569,3142,10.93332969,12.99388189,9,0.758987225,"prog23_i-bVI-bVII-i_2_aug_2s.mp3","original_prog23_i-bVI-bVII-i.mp3",1.48242098468641,-1.20300426939641,0.16,0.97,2
"570",570,2033,8.140712837,12.87843415,11,0.655551937,"prog15_I-V-I-IV_3_min_0.mp3","original_prog15_I-V-I-IV.mp3",1.48242098468641,-0.815093160719212,0.16,0.97,3
"571",571,2613,10.83991301,12.78478819,2,0.263660845,"prog19_I-vi-IV-V_3_dim_2s.mp3","original_prog19_I-vi-IV-V.mp3",1.48242098468641,-1.16295529996043,0.16,0.97,3
"572",572,3668,10.49199768,3.904439377,8,-2.22e-16,"prog27_I-IV-ii-bVII_2_maj_1s.mp3","original_prog27_I-IV-ii-bVII.mp3",1.48242098468641,-0.849907057249988,0.16,0.97,2
"573",573,4882,11.02648727,12.99388189,8,0.818045437,"prog35_I-V-bvo-V_3_aug_3f.mp3","original_prog35_I-V-bvo-V.mp3",1.48242098468641,-1.225928584756,0.16,0.97,3
"574",574,479,9.74483393,12.99388189,4,0.852723303,"prog04_I-V-IV-I_3_maj_5f.mp3","original_prog04_I-V-IV-I.mp3",1.48242098468641,-1.21593752735631,0.16,0.97,3
"575",575,1088,8.974598077,12.87843415,10,0.742483976,"prog08_I-IV-bVII-I_4_maj_4f.mp3","original_prog08_I-IV-bVII-I.mp3",1.48242098468641,-0.964958652691103,0.16,0.97,4
"576",576,1673,11.77055984,13.57937487,2,0.622403636,"prog12_I-bVII-I-bVII_4_dim_2s.mp3","original_prog12_I-bVII-I-bVII.mp3",1.48242098468641,-1.41976425465931,0.16,0.97,4
"577",577,1374,9.545077819,13.57872648,16,0.852723303,"prog10_I-IV-I-V_4_maj_6.mp3","original_prog10_I-IV-I-V.mp3",1.48242098468641,-0.874095377106491,0.16,0.97,4
"578",578,4639,11.78244296,13.57937487,11,0.72522931,"prog33_I-ii-I-ii_4_dim_5f.mp3","original_prog33_I-ii-I-ii.mp3",1.48242098468641,-1.18824620544238,0.16,0.97,4
"579",579,3910,9.646720154,12.78478819,13,0.580018445,"prog28_I-II-V-iii_4_maj_4s.mp3","original_prog28_I-II-V-iii.mp3",1.48242098468641,-0.870152771233843,0.16,0.97,4
"580",580,1939,4.810238708,13.57872648,12,0.655551937,"prog14_I-bVII-I-IV_4_min_0.mp3","original_prog14_I-bVII-I-IV.mp3",1.48242098468641,-0.44484356561475,0.16,0.97,4
"581",581,1142,10.72378227,13.57937487,11,0.860980469,"prog09_I-II-I-II_2_min_1s.mp3","original_prog09_I-II-I-II.mp3",1.48242098468641,-1.14879533419104,0.16,0.97,2
"582",582,856,9.99372363,12.99388189,4,0.852723303,"prog07_I-II-V-I_2_maj_5s.mp3","original_prog07_I-II-V-I.mp3",1.48242098468641,-1.30281242040844,0.16,0.97,2
"583",583,2305,7.755008394,12.78478819,8,0.600184932,"prog17_i-bVI-bVII-bIII_3_maj_1s.mp3","original_prog17_i-bVI-bVII-bIII.mp3",1.48242098468641,-0.81438799113958,0.16,0.97,3
"584",584,2410,9.538049423,12.87843415,7,0.259739858,"prog18_I-II-V-II_2_min_1f.mp3","original_prog18_I-II-V-II.mp3",1.48242098468641,-0.895013523817771,0.16,0.97,2
"585",585,3543,10.6174509,12.87843415,17,0.678859805,"prog26_I-V-I-II_2_min_3s.mp3","original_prog26_I-V-I-II.mp3",1.48242098468641,-0.897780760832537,0.16,0.97,2
"586",586,2833,10.25656879,12.87843415,9,0.496172429,"prog21_I-IV-I-bVII_2_min_1f.mp3","original_prog21_I-IV-I-bVII.mp3",1.48242098468641,-1.01054511346504,0.16,0.97,2
"587",587,670,7.878190564,12.87843415,11,0.259739858,"prog05_I-bVII-IV-I_4_min_0.mp3","original_prog05_I-bVII-IV-I.mp3",1.48242098468641,-0.584701920490899,0.16,0.97,4
"588",588,1454,10.94644015,12.87843415,5,0.758987225,"prog11_I-IV-bVII-IV_2_aug_4s.mp3","original_prog11_I-IV-bVII-IV.mp3",1.48242098468641,-1.27865964316319,0.16,0.97,2
"589",589,3842,10.92454067,12.78478819,8,0.569809353,"prog28_I-II-V-iii_2_dim_6.mp3","original_prog28_I-II-V-iii.mp3",1.48242098468641,-1.10413842322319,0.16,0.97,2
"590",590,4436,10.7901622,12.99388189,11,0.283908366,"prog32_I-viio-IV-I_3_min_3s.mp3","original_prog32_I-viio-IV-I.mp3",1.48242098468641,-0.917339526739875,0.16,0.97,3
"591",591,243,10.52689761,13.57937487,6,0.600184932,"prog02_I-IV-I-IV_4_maj_4s.mp3","original_prog02_I-IV-I-IV.mp3",1.48242098468641,-1.14369690222821,0.16,0.97,4
"592",592,4237,10.13471449,13.57937487,10,0.860980469,"prog31_i-bVII-i-bVII_2_maj_4f.mp3","original_prog31_i-bVII-i-bVII.mp3",1.48242098468641,-1.12605838793652,0.16,0.97,2
"593",593,1655,9.883323536,13.57937487,4,0.600184932,"prog12_I-bVII-I-bVII_4_maj_5s.mp3","original_prog12_I-bVII-I-bVII.mp3",1.48242098468641,-1.17732560757291,0.16,0.97,4
"594",594,3730,9.503516028,12.78478819,6,0.259739858,"prog27_I-IV-ii-bVII_3_min_3f.mp3","original_prog27_I-IV-ii-bVII.mp3",1.48242098468641,-0.906122395352849,0.16,0.97,3
"595",595,1183,7.683423605,12.87900881,14,0.742483976,"prog09_I-II-I-II_3_maj_4s.mp3","original_prog09_I-II-I-II.mp3",1.48242098468641,-0.719720255827098,0.16,0.97,3
"596",596,4878,10.98419236,12.99388189,14,0.274970546,"prog35_I-V-bvo-V_3_aug_1f.mp3","original_prog35_I-V-bvo-V.mp3",1.48242098468641,-0.82169404718887,0.16,0.97,3
"597",597,308,10.45889971,12.99388189,12,0.283908366,"prog03_I-V-II-I_2_dim_1s.mp3","original_prog03_I-V-II-I.mp3",1.48242098468641,-0.810868092352747,0.16,0.97,2
"598",598,3953,9.806794706,12.87843415,6,0.580018445,"prog29_I-IV-V-IV_2_maj_3f.mp3","original_prog29_I-IV-V-IV.mp3",1.48242098468641,-1.10566639040766,0.16,0.97,2
"599",599,2747,10.82979087,12.99388189,8,0.947912509,"prog20_I-ii-bVII-I_3_min_5f.mp3","original_prog20_I-ii-bVII-I.mp3",1.48242098468641,-1.26917500235343,0.16,0.97,3
"600",600,2537,11.67344508,12.87843415,3,0.818045437,"prog18_I-II-V-II_4_aug_5s.mp3","original_prog18_I-II-V-II.mp3",1.48242098468641,-1.44640273716143,0.16,0.97,4
"601",601,1859,10.84237666,12.87843415,12,0.263660845,"prog14_I-bVII-I-IV_2_dim_1s.mp3","original_prog14_I-bVII-I-IV.mp3",1.48242098468641,-0.866468433993017,0.16,0.97,2
"602",602,4792,10.97556041,12.87843415,7,0.427779581,"prog34_I-V-bvo-I_4_aug_5f.mp3","original_prog34_I-V-bvo-I.mp3",1.48242098468641,-1.10261278586874,0.16,0.97,4
"603",603,1127,11.87735185,12.87843415,17,0.758987225,"prog08_I-IV-bVII-I_4_aug_5s.mp3","original_prog08_I-IV-bVII-I.mp3",1.48242098468641,-1.08538232420973,0.16,0.97,4
"604",604,2566,10.45889971,12.78478819,15,0.283908366,"prog19_I-vi-IV-V_2_dim_2s.mp3","original_prog19_I-vi-IV-V.mp3",1.48242098468641,-0.756505125670112,0.16,0.97,2
"605",605,3330,10.95917646,12.99388189,15,0.48744978,"prog24_I-II-iii-I_3_aug_2s.mp3","original_prog24_I-II-iii-I.mp3",1.48242098468641,-0.88600283990212,0.16,0.97,3
"606",606,1432,10.6174509,12.87843415,7,0.678859805,"prog11_I-IV-bVII-IV_2_min_5s.mp3","original_prog11_I-IV-bVII-IV.mp3",1.48242098468641,-1.18459214024316,0.16,0.97,2
"607",607,67,10.80382939,12.87900881,3,0.860980469,"prog01_I-V-I-V_3_min_4s.mp3","original_prog01_I-V-I-V.mp3",1.48242098468641,-1.39309024432138,0.16,0.97,3
"608",608,3130,10.74637974,12.99388189,2,0.263660845,"prog23_i-bVI-bVII-i_2_dim_2s.mp3","original_prog23_i-bVI-bVII-i.mp3",1.48242098468641,-1.14783734755219,0.16,0.97,2
"609",609,2949,11.72337634,13.57872648,14,0.828625868,"prog21_I-IV-I-bVII_4_dim_6.mp3","original_prog21_I-IV-I-bVII.mp3",1.48242098468641,-1.17436872856952,0.16,0.97,4
"610",610,519,2.993106292,3.583047842,14,0.742483976,"prog04_I-V-IV-I_4_maj_1s.mp3","original_prog04_I-V-IV-I.mp3",1.48242098468641,-0.237267285103607,0.16,0.97,4
"611",611,3466,10.86076239,12.87843415,15,0.828625868,"prog25_I-II-I-V_3_dim_6.mp3","original_prog25_I-II-I-V.mp3",1.48242098468641,-1.04801081242935,0.16,0.97,3
"612",612,4630,11.70027896,13.57937487,7,0.263660845,"prog33_I-ii-I-ii_4_dim_0.mp3","original_prog33_I-ii-I-ii.mp3",1.48242098468641,-1.10750303946009,0.16,0.97,4
"613",613,2645,5.284877697,3.904439377,7,0.259739858,"prog19_I-vi-IV-V_4_min_1f.mp3","original_prog19_I-vi-IV-V.mp3",1.48242098468641,-0.452456021989791,0.16,0.97,4
"614",614,2507,11.4507872,12.87843415,9,0.860980469,"prog18_I-II-V-II_4_min_2s.mp3","original_prog18_I-II-V-II.mp3",1.48242098468641,-1.26953798545178,0.16,0.97,4
"615",615,1207,10.20219892,12.87900881,10,0.283908366,"prog09_I-II-I-II_3_dim_4s.mp3","original_prog09_I-II-I-II.mp3",1.48242098468641,-0.874589127108538,0.16,0.97,3
"616",616,4347,11.14664444,13.57937487,19,0.852723303,"prog31_i-bVII-i-bVII_4_min_6.mp3","original_prog31_i-bVII-i-bVII.mp3",1.48242098468641,-0.97004962759464,0.16,0.97,4
"617",617,4884,10.94310217,12.99388189,10,0.48744978,"prog35_I-V-bvo-V_3_aug_4f.mp3","original_prog35_I-V-bvo-V.mp3",1.48242098468641,-1.0425346688767,0.16,0.97,3
"618",618,2049,11.00458779,12.87843415,2,0.444469445,"prog15_I-V-I-IV_3_dim_2s.mp3","original_prog15_I-V-I-IV.mp3",1.48242098468641,-1.25477199114308,0.16,0.97,3
"619",619,3250,8.897836105,12.99388189,14,0.742483976,"prog24_I-II-iii-I_2_maj_4f.mp3","original_prog24_I-II-iii-I.mp3",1.48242098468641,-0.831661736275912,0.16,0.97,2
"620",620,5051,10.78343389,13.57937487,3,0.860980469,"prog36_I-viio-I-viio_4_min_5f.mp3","original_prog36_I-viio-I-viio.mp3",1.48242098468641,-1.36640016527532,0.16,0.97,4
"621",621,694,11.80986336,12.87843415,1,0.48744978,"prog05_I-bVII-IV-I_4_aug_0.mp3","original_prog05_I-bVII-IV-I.mp3",1.48242098468641,-1.36397693759714,0.16,0.97,4
"622",622,4078,12.23576569,12.87843415,7,0.818045437,"prog29_I-IV-V-IV_4_aug_0.mp3","original_prog29_I-IV-V-IV.mp3",1.48242098468641,-1.35754739758285,0.16,0.97,4
"623",623,3678,9.444154155,3.904439377,5,0.655551937,"prog27_I-IV-ii-bVII_2_min_0.mp3","original_prog27_I-IV-ii-bVII.mp3",1.48242098468641,-1.10689044786034,0.16,0.97,2
"624",624,4002,8.127699338,12.99388189,14,0.742483976,"prog29_I-IV-V-IV_3_maj_4f.mp3","original_prog29_I-IV-V-IV.mp3",1.48242098468641,-0.745765122123573,0.16,0.97,3
"625",625,4808,9.968137363,12.87843415,9,0.7487108,"prog35_I-V-bvo-V_2_min_1s.mp3","original_prog35_I-V-bvo-V.mp3",1.48242098468641,-1.07435282633912,0.16,0.97,2
"626",626,2588,10.22824776,12.78478819,8,0.860980469,"prog19_I-vi-IV-V_3_maj_2f.mp3","original_prog19_I-vi-IV-V.mp3",1.48242098468641,-1.18758078932387,0.16,0.97,3
"627",627,1090,10.17369651,12.87843415,4,0.600184932,"prog08_I-IV-bVII-I_4_maj_5f.mp3","original_prog08_I-IV-bVII-I.mp3",1.48242098468641,-1.1756817736328,0.16,0.97,4
"628",628,3157,10.44476739,12.99388189,14,0.947912509,"prog23_i-bVI-bVII-i_3_maj_4s.mp3","original_prog23_i-bVI-bVII-i.mp3",1.48242098468641,-1.10505492336218,0.16,0.97,3
"629",629,1636,11.0462038,12.87900881,15,0.758987225,"prog12_I-bVII-I-bVII_3_aug_1s.mp3","original_prog12_I-bVII-I-bVII.mp3",1.48242098468641,-1.01361685173879,0.16,0.97,3
"630",630,3948,11.67344508,12.78478819,10,0.818045437,"prog28_I-II-V-iii_4_aug_6.mp3","original_prog28_I-II-V-iii.mp3",1.48242098468641,-1.26194531675963,0.16,0.97,4
"631",631,3749,10.35114819,12.78478819,4,0.274970546,"prog27_I-IV-ii-bVII_3_aug_0.mp3","original_prog27_I-IV-ii-bVII.mp3",1.48242098468641,-1.06314813629927,0.16,0.97,3
"632",632,3270,10.80298531,12.99388189,17,0.622403636,"prog24_I-II-iii-I_2_dim_2f.mp3","original_prog24_I-II-iii-I.mp3",1.48242098468641,-0.892503560947598,0.16,0.97,2
"633",633,885,10.67351652,12.99388189,9,0.274970546,"prog07_I-II-V-I_2_aug_2f.mp3","original_prog07_I-II-V-I.mp3",1.48242098468641,-0.942728445397309,0.16,0.97,2
"634",634,1265,12.08409367,13.57937487,13,0.818045437,"prog09_I-II-I-II_4_aug_4f.mp3","original_prog09_I-II-I-II.mp3",1.48242098468641,-1.21628028334646,0.16,0.97,4
"635",635,460,10.67351652,12.99388189,11,0.274970546,"prog04_I-V-IV-I_2_aug_1f.mp3","original_prog04_I-V-IV-I.mp3",1.48242098468641,-0.896773729088503,0.16,0.97,2
"636",636,2127,10.25656879,12.87843415,8,0.496172429,"prog16_I-bVII-IV-bVII_2_min_0.mp3","original_prog16_I-bVII-IV-bVII.mp3",1.48242098468641,-1.04858893352638,0.16,0.97,2
"637",637,326,10.94644015,12.99388189,9,0.48744978,"prog03_I-V-II-I_2_aug_4s.mp3","original_prog03_I-V-II-I.mp3",1.48242098468641,-1.02797624406679,0.16,0.97,2
"638",638,4316,11.04585099,12.87900881,6,0.48744978,"prog31_i-bVII-i-bVII_3_aug_2f.mp3","original_prog31_i-bVII-i-bVII.mp3",1.48242098468641,-1.18758078932387,0.16,0.97,3
"639",639,4105,9.968137363,13.57937487,8,0.7487108,"prog30_I-vi-I-vi_2_min_2s.mp3","original_prog30_I-vi-I-vi.mp3",1.48242098468641,-1.10566639040766,0.16,0.97,2
"640",640,4598,11.01518908,12.87900881,17,0.48744978,"prog33_I-ii-I-ii_3_aug_2f.mp3","original_prog33_I-ii-I-ii.mp3",1.48242098468641,-0.831900046853099,0.16,0.97,3
"641",641,2866,10.90414525,12.87843415,3,0.274970546,"prog21_I-IV-I-bVII_2_aug_5s.mp3","original_prog21_I-IV-I-bVII.mp3",1.48242098468641,-1.14911487232597,0.16,0.97,2
"642",642,220,11.00855363,12.87900881,10,0.650691677,"prog02_I-IV-I-IV_3_dim_4s.mp3","original_prog02_I-IV-I-IV.mp3",1.48242098468641,-1.11149407785129,0.16,0.97,3
"643",643,2468,10.93849807,12.99388189,6,0.263660845,"prog18_I-II-V-II_3_dim_0.mp3","original_prog18_I-II-V-II.mp3",1.48242098468641,-1.02939462024036,0.16,0.97,3
"644",644,4697,10.94644015,12.99388189,9,0.48744978,"prog34_I-V-bvo-I_2_aug_4s.mp3","original_prog34_I-V-bvo-I.mp3",1.48242098468641,-1.06109741653268,0.16,0.97,2
"645",645,1568,10.6174509,13.57937487,1,0.860980469,"prog12_I-bVII-I-bVII_2_min_3f.mp3","original_prog12_I-bVII-I-bVII.mp3",1.48242098468641,-1.44153746330707,0.16,0.97,2
"646",646,4733,10.88303243,12.99388189,5,0.54559929,"prog34_I-V-bvo-I_3_dim_5f.mp3","original_prog34_I-V-bvo-I.mp3",1.48242098468641,-1.17666773630544,0.16,0.97,3
"647",647,2825,9.806794706,12.87843415,6,0.580018445,"prog21_I-IV-I-bVII_2_maj_3f.mp3","original_prog21_I-IV-I-bVII.mp3",1.48242098468641,-1.09109312572287,0.16,0.97,2
"648",648,561,12.46028914,12.87843415,5,0.48744978,"prog04_I-V-IV-I_4_aug_4s.mp3","original_prog04_I-V-IV-I.mp3",1.48242098468641,-1.3440380197476,0.16,0.97,4
"649",649,4411,10.94644015,12.99388189,17,0.758987225,"prog32_I-viio-IV-I_2_aug_2s.mp3","original_prog32_I-viio-IV-I.mp3",1.48242098468641,-0.972738623650856,0.16,0.97,2
"650",650,169,10.92454067,13.57937487,2,0.444469445,"prog02_I-IV-I-IV_2_dim_2s.mp3","original_prog02_I-IV-I-IV.mp3",1.48242098468641,-1.24588298221485,0.16,0.97,2
"651",651,365,10.94310217,12.99388189,1,0.48744978,"prog03_I-V-II-I_3_aug_0.mp3","original_prog03_I-V-II-I.mp3",1.48242098468641,-1.29158510328354,0.16,0.97,3
"652",652,4243,10.74793147,2.69979162,17,-2.22e-16,"prog31_i-bVII-i-bVII_2_min_1f.mp3","original_prog31_i-bVII-i-bVII.mp3",1.48242098468641,-0.608659372379924,0.16,0.97,2
"653",653,2576,10.86305505,12.78478819,6,0.48744978,"prog19_I-vi-IV-V_2_aug_1s.mp3","original_prog19_I-vi-IV-V.mp3",1.48242098468641,-1.16392832305714,0.16,0.97,2
"654",654,1509,8.974598077,12.87843415,6,0.742483976,"prog11_I-IV-bVII-IV_4_maj_3f.mp3","original_prog11_I-IV-bVII-IV.mp3",1.48242098468641,-1.09018927043147,0.16,0.97,4
"655",655,89,11.02648727,12.87900881,13,0.818045437,"prog01_I-V-I-V_3_aug_3s.mp3","original_prog01_I-V-I-V.mp3",1.48242098468641,-1.12418715087879,0.16,0.97,3
"656",656,4797,8.134381779,12.87843415,8,0.415467213,"prog35_I-V-bvo-V_2_maj_2f.mp3","original_prog35_I-V-bvo-V.mp3",1.48242098468641,-0.810165297397971,0.16,0.97,2
"657",657,3244,8.316537334,12.99388189,8,0.415467213,"prog24_I-II-iii-I_2_maj_1f.mp3","original_prog24_I-II-iii-I.mp3",1.48242098468641,-0.795496366203895,0.16,0.97,2
"658",658,1363,11.03045312,12.87843415,13,0.758987225,"prog10_I-IV-I-V_3_aug_6.mp3","original_prog10_I-IV-I-V.mp3",1.48242098468641,-1.06726191537658,0.16,0.97,3
"659",659,5066,11.07012824,13.57937487,13,0.274970546,"prog36_I-viio-I-viio_4_aug_1f.mp3","original_prog36_I-viio-I-viio.mp3",1.48242098468641,-0.855969275917357,0.16,0.97,4
"660",660,3143,10.8471851,12.99388189,8,0.274970546,"prog23_i-bVI-bVII-i_2_aug_3f.mp3","original_prog23_i-bVI-bVII-i.mp3",1.48242098468641,-0.989833781088313,0.16,0.97,2
"661",661,2780,10.28211934,12.87843415,10,0.742483976,"prog20_I-ii-bVII-I_4_maj_4f.mp3","original_prog20_I-ii-bVII-I.mp3",1.48242098468641,-1.07761937763461,0.16,0.97,4
"662",662,1087,8.582030057,12.87843415,12,0.852723303,"prog08_I-IV-bVII-I_4_maj_3s.mp3","original_prog08_I-IV-bVII-I.mp3",1.48242098468641,-0.89878866824561,0.16,0.97,4
"663",663,3541,10.72378227,12.87843415,7,0.860980469,"prog26_I-V-I-II_2_min_2s.mp3","original_prog26_I-V-I-II.mp3",1.48242098468641,-1.25942829658612,0.16,0.97,2
"664",664,718,10.25656879,12.99388189,9,0.496172429,"prog06_I-IV-V-I_2_min_1f.mp3","original_prog06_I-IV-V-I.mp3",1.48242098468641,-0.978677837431153,0.16,0.97,2
"665",665,2280,10.91143021,12.78478819,7,0.444469445,"prog17_i-bVI-bVII-bIII_2_dim_0.mp3","original_prog17_i-bVI-bVII-bIII.mp3",1.48242098468641,-1.08628188717577,0.16,0.97,2
"666",666,2016,10.90414525,12.87843415,7,0.274970546,"prog15_I-V-I-IV_2_aug_3s.mp3","original_prog15_I-V-I-IV.mp3",1.48242098468641,-1.03280656907348,0.16,0.97,2
